"HomeScore Units Export"
""
"Property=.all"
"Property","Status","Unit Number","Year"
"Huntington Place","Vacant Unrented Ready","""33-104""","2020"
"Huntington Place","Vacant Unrented Ready","""33-105""","2020"
"Huntington Place","Vacant Unrented Ready","""33-106""","2020"
"Huntington Place","Vacant Unrented Ready","""33-107""","2020"
"Huntington Place","Vacant Unrented Ready","""33-108""","2020"
"Huntington Place","Occupied No Notice","""33-109""","2020"
"Huntington Place","Vacant Unrented Ready","""33-110""","2020"
"Huntington Place","Occupied No Notice","""33-111""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-112""","2020"
"Huntington Place","Occupied No Notice","""33-113""","2020"
"Huntington Place","Vacant Unrented Ready","""33-114""","2020"
"Huntington Place","Occupied No Notice","""33-116""","2020"
"Huntington Place","Vacant Unrented Ready","""33-118""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-119""","2020"
"Huntington Place","Vacant Unrented Ready","""33-120""","2020"
"Huntington Place","Vacant Unrented Ready","""33-121""","2020"
"Huntington Place","Notice Unrented","""33-122""","2020"
"Huntington Place","Vacant Unrented Ready","""33-124""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-126""","2020"
"Huntington Place","Vacant Unrented Ready","""33-128""","2020"
"Huntington Place","Vacant Unrented Ready","""33-129""","2020"
"Huntington Place","Notice Unrented","""33-130""","2020"
"Huntington Place","Occupied No Notice","""33-131""","2020"
"Huntington Place","Vacant Unrented Ready","""33-132""","2020"
"Huntington Place","Vacant Unrented Ready","""33-133""","2020"
"Huntington Place","Vacant Unrented Ready","""33-134""","2020"
"Huntington Place","Vacant Unrented Ready","""33-136""","2020"
"Huntington Place","Notice Unrented","""33-138""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-140""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-141""","2020"
"Huntington Place","Occupied No Notice","""33-142""","2020"
"Huntington Place","Vacant Unrented Ready","""33-143""","2020"
"Huntington Place","Vacant Unrented Ready","""33-144""","2020"
"Huntington Place","Vacant Unrented Ready","""33-145""","2020"
"Huntington Place","Vacant Unrented Ready","""33-146""","2020"
"Huntington Place","Vacant Unrented Ready","""33-147""","2020"
"Huntington Place","Vacant Unrented Ready","""33-148""","2020"
"Huntington Place","Notice Unrented","""33-149""","2020"
"Huntington Place","Vacant Unrented Ready","""33-150""","2020"
"Huntington Place","Occupied No Notice","""33-151""","2020"
"Huntington Place","Occupied No Notice","""33-152""","2020"
"Huntington Place","Vacant Unrented Ready","""33-153""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-154""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-201""","2020"
"Huntington Place","Vacant Unrented Ready","""33-202""","2020"
"Huntington Place","Occupied No Notice","""33-203""","2020"
"Huntington Place","Notice Unrented","""33-204""","2020"
"Huntington Place","Occupied No Notice","""33-205""","2020"
"Huntington Place","Vacant Unrented Ready","""33-206""","2020"
"Huntington Place","Vacant Unrented Ready","""33-207""","2020"
"Huntington Place","Occupied No Notice","""33-208""","2020"
"Huntington Place","Vacant Unrented Ready","""33-209""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-210""","2020"
"Huntington Place","Notice Unrented","""33-211""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-212""","2020"
"Huntington Place","Occupied No Notice","""33-213""","2020"
"Huntington Place","Occupied No Notice","""33-214""","2020"
"Huntington Place","Occupied No Notice","""33-216""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-218""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-219""","2020"
"Huntington Place","Vacant Unrented Ready","""33-220""","2020"
"Huntington Place","Occupied No Notice","""33-221""","2020"
"Huntington Place","Occupied No Notice","""33-222""","2020"
"Huntington Place","Vacant Unrented Ready","""33-224""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-225""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-226""","2020"
"Huntington Place","Occupied No Notice","""33-228""","2020"
"Huntington Place","Occupied No Notice","""33-229""","2020"
"Huntington Place","Vacant Unrented Ready","""33-230""","2020"
"Huntington Place","Vacant Unrented Ready","""33-231""","2020"
"Huntington Place","Occupied No Notice","""33-232""","2020"
"Huntington Place","Notice Unrented","""33-233""","2020"
"Huntington Place","Occupied No Notice","""33-234""","2020"
"Huntington Place","Vacant Unrented Ready","""33-236""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-238""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-240""","2020"
"Huntington Place","Occupied No Notice","""33-241""","2020"
"Huntington Place","Notice Unrented","""33-242""","2020"
"Huntington Place","Occupied No Notice","""33-243""","2020"
"Huntington Place","Vacant Unrented Ready","""33-244""","2020"
"Huntington Place","Occupied No Notice","""33-245""","2020"
"Huntington Place","Vacant Unrented Ready","""33-246""","2020"
"Huntington Place","Occupied No Notice","""33-247""","2020"
"Huntington Place","Vacant Unrented Not Ready","""33-248""","2020"
"Huntington Place","Occupied No Notice","""33-249""","2020"
"Huntington Place","Vacant Unrented Ready","""33-250""","2020"
"Huntington Place","Vacant Unrented Ready","""33-251""","2020"
"Huntington Place","Vacant Unrented Ready","""33-252""","2020"
"Huntington Place","Vacant Unrented Ready","""33-253""","2020"
"Huntington Place","Vacant Unrented Ready","""33-254""","2020"
"Huntington Place","Occupied No Notice","""41-001""","2020"
"Huntington Place","Occupied No Notice","""41-002""","2020"
"Huntington Place","Occupied No Notice","""41-003""","2020"
"Huntington Place","Vacant Unrented Ready","""41-004""","2020"
"Huntington Place","Occupied No Notice","""41-005""","2020"
"Huntington Place","Vacant Unrented Ready","""41-006""","2020"
"Huntington Place","Vacant Unrented Ready","""41-007""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-008""","2020"
"Huntington Place","Vacant Unrented Ready","""41-009""","2020"
"Huntington Place","Vacant Unrented Ready","""41-010""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-011""","2020"
"Huntington Place","Vacant Unrented Ready","""41-012""","2020"
"Huntington Place","Vacant Unrented Ready","""41-013""","2020"
"Huntington Place","Vacant Unrented Ready","""41-014""","2020"
"Huntington Place","Vacant Unrented Ready","""41-016""","2020"
"Huntington Place","Occupied No Notice","""41-018""","2020"
"Huntington Place","Vacant Unrented Ready","""41-019""","2020"
"Huntington Place","Notice Unrented","""41-020""","2020"
"Huntington Place","Vacant Unrented Ready","""41-021""","2020"
"Huntington Place","Vacant Rented Ready","""41-022""","2020"
"Huntington Place","Occupied No Notice","""41-024""","2020"
"Huntington Place","Vacant Unrented Ready","""41-026""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-028""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-029""","2020"
"Huntington Place","Occupied No Notice","""41-030""","2020"
"Huntington Place","Occupied No Notice","""41-031""","2020"
"Huntington Place","Vacant Unrented Ready","""41-032""","2020"
"Huntington Place","Vacant Unrented Ready","""41-033""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-034""","2020"
"Huntington Place","Vacant Unrented Ready","""41-036""","2020"
"Huntington Place","Vacant Unrented Ready","""41-038""","2020"
"Huntington Place","Vacant Rented Ready","""41-040""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-041""","2020"
"Huntington Place","Occupied No Notice","""41-042""","2020"
"Huntington Place","Vacant Unrented Ready","""41-043""","2020"
"Huntington Place","Occupied No Notice","""41-044""","2020"
"Huntington Place","Vacant Unrented Ready","""41-045""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-046""","2020"
"Huntington Place","Vacant Unrented Ready","""41-047""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-048""","2020"
"Huntington Place","Vacant Unrented Ready","""41-049""","2020"
"Huntington Place","Vacant Unrented Ready","""41-050""","2020"
"Huntington Place","Occupied No Notice","""41-051""","2020"
"Huntington Place","Vacant Unrented Ready","""41-052""","2020"
"Huntington Place","Vacant Unrented Ready","""41-053""","2020"
"Huntington Place","Occupied No Notice","""41-054""","2020"
"Huntington Place","Vacant Unrented Ready","""41-101""","2020"
"Huntington Place","Vacant Unrented Ready","""41-102""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-103""","2020"
"Huntington Place","Vacant Unrented Ready","""41-104""","2020"
"Huntington Place","Vacant Unrented Ready","""41-105""","2020"
"Huntington Place","Vacant Unrented Ready","""41-106""","2020"
"Huntington Place","Vacant Unrented Ready","""41-107""","2020"
"Huntington Place","Vacant Unrented Ready","""41-108""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-109""","2020"
"Huntington Place","Occupied No Notice","""41-110""","2020"
"Huntington Place","Vacant Unrented Ready","""41-111""","2020"
"Huntington Place","Vacant Unrented Ready","""41-112""","2020"
"Huntington Place","Vacant Unrented Ready","""41-113""","2020"
"Huntington Place","Vacant Unrented Ready","""41-114""","2020"
"Huntington Place","Vacant Unrented Ready","""41-116""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-118""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-119""","2020"
"Huntington Place","Vacant Unrented Ready","""41-120""","2020"
"Huntington Place","Vacant Unrented Ready","""41-121""","2020"
"Huntington Place","Vacant Unrented Ready","""41-122""","2020"
"Huntington Place","Vacant Unrented Ready","""41-124""","2020"
"Huntington Place","Occupied No Notice","""41-126""","2020"
"Huntington Place","Vacant Unrented Ready","""41-128""","2020"
"Huntington Place","Vacant Unrented Ready","""41-129""","2020"
"Huntington Place","Vacant Unrented Ready","""41-130""","2020"
"Huntington Place","Vacant Unrented Ready","""41-131""","2020"
"Huntington Place","Vacant Unrented Ready","""41-132""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-133""","2020"
"Huntington Place","Vacant Unrented Ready","""41-134""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-136""","2020"
"Huntington Place","Occupied No Notice","""41-138""","2020"
"Huntington Place","Vacant Unrented Ready","""41-140""","2020"
"Huntington Place","Vacant Unrented Ready","""41-141""","2020"
"Huntington Place","Vacant Unrented Ready","""41-142""","2020"
"Huntington Place","Notice Unrented","""41-143""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-144""","2020"
"Huntington Place","Vacant Unrented Ready","""41-145""","2020"
"Huntington Place","Vacant Unrented Ready","""41-146""","2020"
"Huntington Place","Vacant Unrented Ready","""41-147""","2020"
"Huntington Place","Vacant Unrented Ready","""41-148""","2020"
"Huntington Place","Occupied No Notice","""41-149""","2020"
"Huntington Place","Vacant Unrented Ready","""41-150""","2020"
"Huntington Place","Vacant Unrented Ready","""41-151""","2020"
"Huntington Place","Vacant Unrented Ready","""41-152""","2020"
"Huntington Place","Notice Unrented","""41-153""","2020"
"Huntington Place","Occupied No Notice","""41-154""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-201""","2020"
"Huntington Place","Occupied No Notice","""41-202""","2020"
"Huntington Place","Vacant Unrented Ready","""41-203""","2020"
"Huntington Place","Vacant Unrented Ready","""41-204""","2020"
"Huntington Place","Vacant Unrented Ready","""41-205""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-206""","2020"
"Huntington Place","Vacant Unrented Ready","""41-207""","2020"
"Huntington Place","Notice Unrented","""41-208""","2020"
"Huntington Place","Vacant Unrented Ready","""41-209""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-210""","2020"
"Huntington Place","Occupied No Notice","""41-211""","2020"
"Huntington Place","Vacant Unrented Ready","""41-212""","2020"
"Huntington Place","Occupied No Notice","""41-213""","2020"
"Huntington Place","Vacant Unrented Ready","""41-214""","2020"
"Huntington Place","Occupied No Notice","""41-216""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-218""","2020"
"Huntington Place","Occupied No Notice","""41-219""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-220""","2020"
"Huntington Place","Occupied No Notice","""41-221""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-222""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-224""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-225""","2020"
"Huntington Place","Vacant Unrented Ready","""41-226""","2020"
"Huntington Place","Vacant Unrented Ready","""41-228""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-229""","2020"
"Huntington Place","Occupied No Notice","""41-230""","2020"
"Huntington Place","Vacant Unrented Ready","""41-231""","2020"
"Huntington Place","Occupied No Notice","""41-232""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-233""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-234""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-236""","2020"
"Huntington Place","Vacant Unrented Ready","""41-238""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-240""","2020"
"Huntington Place","Occupied No Notice","""41-241""","2020"
"Huntington Place","Vacant Unrented Ready","""41-242""","2020"
"Huntington Place","Occupied No Notice","""41-243""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-244""","2020"
"Huntington Place","Occupied No Notice","""41-245""","2020"
"Huntington Place","Vacant Unrented Ready","""41-246""","2020"
"Huntington Place","Vacant Unrented Ready","""41-247""","2020"
"Huntington Place","Vacant Unrented Ready","""41-248""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-249""","2020"
"Huntington Place","Vacant Unrented Ready","""41-250""","2020"
"Huntington Place","Occupied No Notice","""41-251""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-252""","2020"
"Huntington Place","Vacant Unrented Ready","""41-253""","2020"
"Huntington Place","Vacant Unrented Not Ready","""41-254""","2020"
"Huntington Place","Occupied No Notice","""49-001""","2020"
"Huntington Place","Vacant Unrented Ready","""49-002""","2020"
"Huntington Place","Occupied No Notice","""49-003""","2020"
"Huntington Place","Vacant Unrented Ready","""49-004""","2020"
"Huntington Place","Vacant Unrented Ready","""49-005""","2020"
"Huntington Place","Vacant Unrented Not Ready","""49-006""","2020"
"Huntington Place","Vacant Unrented Ready","""49-007""","2020"
"Huntington Place","Vacant Unrented Ready","""49-008""","2020"
"Huntington Place","Occupied No Notice","""49-009""","2020"
"Huntington Place","Vacant Unrented Ready","""49-010""","2020"
"Huntington Place","Vacant Unrented Not Ready","""49-011""","2020"
"Huntington Place","Vacant Unrented Ready","""49-012""","2020"
"Huntington Place","Occupied No Notice","""49-013""","2020"
"Huntington Place","Occupied No Notice","""49-014""","2020"
"Huntington Place","Occupied No Notice","""49-016""","2020"
